Brand;Material;Variant;Color,hex
FormFutura;ePETG;Easyfil;Signal Yellow;#FDD835
FormFutura;ePETG;Easyfil;Blue Lilac;#1E88E5
FormFutura;ePETG;Easyfil;Light Ivory;
FormFutura;ePETG;Easyfil;Bottle Green;#43A047
FormFutura;ePETG;Easyfil;Transparent Blue;#1E88E5
FormFutura;ePETG;Easyfil;Transparent Orange;#FB8C00
FormFutura;ePETG;Easyfil;Transparent Red;#E53935
FormFutura;ePETG;Easyfil;Sky Blue;#1E88E5
FormFutura;ePETG;Easyfil;Pure Orange;#FB8C00
FormFutura;ePETG;Easyfil;Iron Grey;#9E9E9E
FormFutura;ePETG;Easyfil;Traffic Black;#000000
FormFutura;ePETG;Easyfil;Traffic White;#FFFFFF
FormFutura;ePETG;Easyfil;Ultramarine Blue;#1E88E5
FormFutura;PETG;Hdglass;See Through Yellow;#FDD835
FormFutura;PETG;Hdglass;See Through Red;#E53935
FormFutura;PETG;Hdglass;See Through Green;#43A047
FormFutura;PETG;Hdglass;Blinded Light Grey;#9E9E9E
FormFutura;PETG;Hdglass;Blinded Red;#E53935
FormFutura;PETG;Hdglass;Blinded Pearl Green;#43A047
FormFutura;PETG;Hdglass;Luor Orange;#FB8C00
FormFutura;PETG;Hdglass;Pastel Purple ;#8E24AA
FormFutura;PETG;Hdglass;Blinded Black;#000000
FormFutura;PETG;Hdglass;Blinded Dark Blue;#1E88E5
FormFutura;PETG;Hdglass;See Through Blue;#1E88E5
FormFutura;PETG;Hdglass;Blinded White;#FFFFFF
FormFutura;PETG;Hdglass;Blinded Pearl Blue;#1E88E5
FormFutura;PETG;Hdglass;Blinded Light Blue;#1E88E5
FormFutura;PETG;Hdglass;Blinded Sapphire Grey;#9E9E9E
FormFutura;PETG;Hdglass;Blinded Light Green;#43A047
FormFutura;PETG;Hdglass;Blinded Silver;#C0C0C0
FormFutura;PETG;Hdglass;Blinded Bronze;
FormFutura;PETG;Hdglass;Pink Stained;#FF66CC
FormFutura;PETG;Hdglass;Blinded Orange;#FB8C00
FormFutura;PETG;Hdglass;Clear;
FormFutura;PETG;Hdglass;Fluor Clear Stained;
FormFutura;PETG;Hdglass;Fluor Yellow Stained;#FDD835
FormFutura;PETG;Hdglass;Pastel Green Stained;#43A047
FormFutura;PETG;Hdglass;See Through Black;#000000
FormFutura;rPET;ReForm;Dark Blue;#1E88E5
FormFutura;rPET;ReForm;Silver;#C0C0C0
FormFutura;rPET;ReForm;Yellow;#FDD835
FormFutura;rPET;ReForm;Orange;#FB8C00
FormFutura;rPET;ReForm;Red;#E53935
FormFutura;rPET;ReForm;Light Green;#43A047
FormFutura;rPET;ReForm;Violet;
FormFutura;PLA;Bulk;Mustard Yellow;#FDD835
FormFutura;PLA;Bulk;Black;#000000
FormFutura;PLA;Bulk;White;#FFFFFF
FormFutura;PLA;Bulk;Dark Blue;#1E88E5
FormFutura;PLA;Bulk;Medium Grey;#9E9E9E
FormFutura;PLA;Bulk;Matt Autumm Red;#E53935
FormFutura;PLA;Bulk;Matt Black;#000000
FormFutura;PLA;Bulk;Matt White;#FFFFFF
FormFutura;PLA;Bulk;Forest Green;#43A047
FormFutura;ePLA;Easyfil;Traffic Black;#000000
FormFutura;ePLA;Easyfil;Snow White;#FFFFFF
FormFutura;ePLA;Easyfil;Matt Black;#000000
FormFutura;ePLA;Easyfil;Matt Soft Blue;#1E88E5
FormFutura;ePLA;Easyfil;Signal Yellow;#FDD835
FormFutura;ePLA;Easyfil;Squirrel Grey;#9E9E9E
FormFutura;ePLA;Easyfil;Luminous Bright Orange;#FB8C00
FormFutura;ePLA;Easyfil;Matt Water Blue;#1E88E5
FormFutura;ePLA;Easyfil;Light Green;#43A047
FormFutura;ePLA;Easyfil;Khaki Grey;#9E9E9E
FormFutura;ePLA;Easyfil;Yellow Green;#43A047
FormFutura;ePLA;Easyfil;Anthracite Grey;#9E9E9E
FormFutura;ePLA;Easyfil;Signal White;#FFFFFF
FormFutura;ePLA;Easyfil;Light Grey;#9E9E9E
FormFutura;ePLA;Easyfil;Matt Apricot;
FormFutura;ePLA;Easyfil;Light Blue;#1E88E5
FormFutura;ePLA;Easyfil;Pearl Gold;#D4AF37
FormFutura;ePLA;Easyfil;Turquoise Blue;#1E88E5
FormFutura;ePLA;Easyfil;Beige Brown;#6D4C41
FormFutura;ePLA;Easyfil;Matt Mint Green;#43A047
FormFutura;ePLA;Easyfil;White Aluminium;#FFFFFF
FormFutura;ePLA;Easyfil;Iron Grey;#9E9E9E
FormFutura;ePLA;Easyfil;Pure Orange;#FB8C00
FormFutura;ePLA;Easyfil;Natural;
FormFutura;ePLA;Easyfil;Traffic Yellow;#FDD835
FormFutura;ePLA;Easyfil;Grey Aluminium;#9E9E9E
FormFutura;ePLA;Easyfil;Luminous Green;#43A047
FormFutura;ePLA;Easyfil;Luminous Yellow;#FDD835
FormFutura;ePLA;Easyfil;Blue Lilac;#1E88E5
FormFutura;ePLA;Easyfil;Ultramarine Blue;#1E88E5
FormFutura;ePLA;Easyfil;Pearl Bronze ;
FormFutura;ePLA;Easyfil;Matt Mauve;
FormFutura;ePLA;Easyfil;Matt White;#FFFFFF
FormFutura;ePLA;Easyfil;Heather Violet;
FormFutura;ePLA;Easyfil;Matt Polar Blue;#1E88E5
FormFutura;ePLA;Easyfil;Matt Lemon Cream;
FormFutura;ePLA;Easyfil;Light Ivory;
FormFutura;ePLA;Easyfil;Traffic Red;#E53935
FormFutura;ePLA;Easyfil;Matt Vanilla White;#FFFFFF
FormFutura;ePLA;Easyfil;Traffic Green;#43A047
FormFutura;ePLA;Easyfil;Matt Light Grey;#9E9E9E
FormFutura;PLA;Wood Easyfil;Pine;
FormFutura;PLA;Wood Easyfil;Cedar;
FormFutura;PLA;Wood Easyfil;Coconut;
FormFutura;PLA;Wood Easyfil;Birch;
FormFutura;PLA;Wood Easyfil;Ebony;
FormFutura;PLA;Wood Easyfil;Olive;
FormFutura;PLA;Wood Easyfil;Willow;
FormFutura;PLA;Galaxy;Titanium Silver;#C0C0C0
FormFutura;PLA;Galaxy;Orin Blue;#1E88E5
FormFutura;PLA;Galaxy;Opal Green;#43A047
FormFutura;PLA;Galaxy;Gemini Blue;#1E88E5
FormFutura;PLA;Galaxy;Emerald Green;#43A047
FormFutura;PLA;Galaxy;Champagne Gold;#D4AF37
FormFutura;PLA;Galaxy;Callisto Yellow;#FDD835
FormFutura;PLA;Galaxy;Space Grey;#9E9E9E
FormFutura;PLA;Galaxy;Mercury Brown;#6D4C41
FormFutura;PLA;Galaxy;Jupiter Brown;#6D4C41
FormFutura;PLA;Galaxy;Ruby Red;#E53935
FormFutura;PLA;Galaxy;Andromeda Purple;#8E24AA
FormFutura;PLA;High Gloss;Gold;#D4AF37
FormFutura;PLA;High Gloss;Silber;
FormFutura;PLA;High Gloss;Gelb;#FDD835
FormFutura;PLA;High Gloss;Blau;#1E88E5
FormFutura;PLA;High Gloss;Violett;
FormFutura;PLA;High Gloss;Pink;#FF66CC
FormFutura;PLA;High Gloss;ColorMorph Blue & Green;#1E88E5
FormFutura;PLA;High Gloss;Weiß;#FFFFFF
FormFutura;PLA;High Gloss;Bronze;
FormFutura;PLA;High Gloss;Kupfer;
FormFutura;PLA;High Gloss;ColorMorph White & Green;#FFFFFF
FormFutura;PLA;High Gloss;ColorMorph Magenta & Silver;#C0C0C0
FormFutura;PLA;High Gloss;ColorMorph Pink & Purple;#8E24AA
FormFutura;PLA;High Gloss;ColorMorph Gold & Silver;#D4AF37
FormFutura;PLA;High Gloss;ColorMorph Yellow & Pink;#FDD835
FormFutura;PLA;High Gloss;Grün;#43A047
FormFutura;PLA;High Gloss;ColorMorph Green & Magenta;#43A047
FormFutura;PLA;High Gloss;ColorMorph Silver & Purple;#8E24AA
FormFutura;PLA;High Gloss;Magenta;
FormFutura;PLA;Matt;Stealth Black;#000000
FormFutura;PLA;Matt;Earth Red Camouflage;#E53935
FormFutura;PLA;Matt;Dark Green Camouflage;#43A047
FormFutura;PLA;Matt;Olive Camouflage;
FormFutura;PLA;Matt;Desert Sand Camouflage;
FormFutura;PLA;Matt;Blue Camouflage;#1E88E5
FormFutura;PLA;Matt;Aircraft Grey Camouflage;#9E9E9E
FormFutura;PLA;Matt;Stealth White;#FFFFFF
FormFutura;PLA;Matt;Urban Grey Camouflage;#9E9E9E
FormFutura;PLA;Matt;Gunmetal Grey Camouflage;#9E9E9E
FormFutura;PLA;Matt;Purple Camouflage;#8E24AA
FormFutura;rPLA;ReForm;Elephant Grey;#9E9E9E
FormFutura;rPLA;ReForm;Black;#000000
FormFutura;rPLA;ReForm;Moss Grey;#9E9E9E
FormFutura;rPLA;ReForm;Venom Green;#43A047
FormFutura;rPLA;ReForm;Turkish Blue;#1E88E5
FormFutura;PLA;StoneFil;Terracotta;
FormFutura;PLA;StoneFil;Concrete;
FormFutura;PLA;StoneFil;Granite;
FormFutura;PLA;StoneFil;Pottery Clay;
FormFutura;PLA;Tough;Black;#000000
FormFutura;PLA;Tough;Red;#E53935
FormFutura;PLA;Tough;Grey;#9E9E9E
FormFutura;PLA;Tough;Dark Blue;#1E88E5
FormFutura;PLA;Tough;White;#FFFFFF
FormFutura;PLA;Tough;Natural;
FormFutura;PLA;Volcano;White;#FFFFFF
FormFutura;PLA;Volcano;Traffic Black;#000000
FormFutura;PLA;Volcano;Red;#E53935
FormFutura;PLA;Volcano;Dark Blue;#1E88E5
FormFutura;PLA;Volcano;Pure Yellow;#FDD835
FormFutura;PLA;Volcano;Iron Grey;#9E9E9E
FormFutura;PLA;Volcano;Industrial Yellow;#FDD835
FormFutura;PLA;Volcano;Dark Green;#43A047
FormFutura;PLA;Volcano;Traffic White;#FFFFFF
FormFutura;PLA;Volcano;Gras Green;#43A047
FormFutura;PLA;Volcano;Light Grey;#9E9E9E
FormFutura;PLA;Volcano;Teal Blue;#1E88E5
FormFutura;PLA;Volcano;Orange;#FB8C00
FormFutura;PLA;Volcano;Lime Green;#43A047
FormFutura;PLA;Volcano;Industrial Blue;#1E88E5
FormFutura;PP;;Natural;
FormFutura;PP;;Black;#000000
FormFutura;PP;;White;#FFFFFF
FormFutura;TPC;30D LexiFil;Black;#000000
FormFutura;TPC;30D LexiFil;White;#FFFFFF
FormFutura;TPC;40D LexiFil;Black;#000000
FormFutura;TPC;40D LexiFil;White;#FFFFFF
FormFutura;TPU;Python Flex;98A Black;#000000
FormFutura;TPU;Python Flex;98A Clear;
FormFutura;TPU;Python Flex;90A Clear;
FormFutura;TPU;Python Flex;90A Black;#000000
FormFutura;TPU;Python Flex;98A White;#FFFFFF
FormFutura;TPU;Python Flex;90A White;#FFFFFF
FormFutura;rTPU;;85A Traffic Black;#000000
FormFutura;rTPU;;85A Traffic White;#FFFFFF
FormFutura;rTPU;;90A Traffic Black;#000000
FormFutura;rTPU;;95A Traffic Black;#000000
FormFutura;rTPU;;95A Traffic White;#FFFFFF
FormFutura;rTPU;;90A Traffic White;#FFFFFF
Overture;PLA;;White;#FFFFFF
Overture;PLA;;Black;#000000
Overture;PLA;;Cold White;#FFFFFF
Overture;PLA;;Red;#E53935
Overture;PLA;;Fresh Red;#E53935
Overture;PLA;;Space Gray;#9E9E9E
Overture;PLA;;Light Gray;#9E9E9E
Overture;PLA;;Cement Gray;#9E9E9E
Overture;PLA;;Orange;#FB8C00
Overture;PLA;;Pink;#FF66CC
Overture;PLA;;Blue ;#1E88E5
Overture;PLA;;Light Blue;#1E88E5
Overture;PLA;;Gray Blue;#1E88E5
Overture;PLA;;Green;#43A047
Overture;PLA;;Olive Green;#43A047
Overture;PLA;;Glow in Dark;
Overture;PLA;;Yellow;#FDD835
Overture;PLA;;Highlight Yellow;#FDD835
Overture;PLA;;Royal Gold;#D4AF37
Overture;PLA;;Brown;#6D4C41
Overture;PLA;;Chocolate;
Overture;PLA;;Purple ;#8E24AA
Overture;PLA;;Rainbow;
Overture;PLA;;Aurora Berry;
Overture;PLA;;Avocado;
Overture;PLA;;Tequila Sunrise;
Overture;PLA;;Lemon Yellow;#FDD835
Overture;PLA;;Metallic Gray;#9E9E9E
Overture;PLA;;Northern Lights;
Overture;PLA;;Rocket Pop;
Overture;PLA;;Sparkle Black;#000000
Overture;PLA;;Sparkle Purple;#8E24AA
Overture;PLA;;Champagne Frost;
Overture;PLA;;Christmas Prism;
Overture;PLA;Matte;White;#FFFFFF
Overture;PLA;Matte;Black;#000000
Overture;PLA;Matte;Carbon Fiber Black;#000000
Overture;PLA;Matte;Light gray;#9E9E9E
Overture;PLA;Matte;Black-White;#000000
Overture;PLA;Matte;Pink;#FF66CC
Overture;PLA;Matte;Red;#E53935
Overture;PLA;Matte;Pastel Red;#E53935
Overture;PLA;Matte;Brick Red;#E53935
Overture;PLA;Matte;Orange;#FB8C00
Overture;PLA;Matte;Yellow;#FDD835
Overture;PLA;Matte;Skin;
Overture;PLA;Matte;Light Brown;#6D4C41
Overture;PLA;Matte;Wood;
Overture;PLA;Matte;Chocolate;
Overture;PLA;Matte;Grass green;#43A047
Overture;PLA;Matte;Army Green;#43A047
Overture;PLA;Matte;Light Green ;#43A047
Overture;PLA;Matte;Green;#43A047
Overture;PLA;Matte;Light blue ;#1E88E5
Overture;PLA;Matte;Navy Blue;#1E88E5
Overture;PLA;Matte;Blue;#1E88E5
Overture;PLA;Matte;Purple;#8E24AA
Overture;PLA;Matte;Rainbow;
Overture;PLA;Matte;Candy Rainbow;
Overture;PLA;Matte;Butter Yellow;#FDD835
Overture;PLA;Matte;Baby Pink;#FF66CC
Overture;PLA;Matte;Bamboo Green;#43A047
Overture;PLA;Matte;Lilac;#8E24AA
Overture;PLA;Matte;Turquoise;
Overture;PLA;Matte;Beige;#F5F5DC
Overture;PLA;Matte;Blue-Red;#E53935
Overture;PLA;Matte;Orange-Red;#E53935
Overture;PLA;Matte;Light Blue-Yellow;#1E88E5
Overture;PLA;Professional;Wine ;
Overture;PLA;Professional;Pink;#FF66CC
Overture;PLA;Professional;Black;#000000
Overture;PLA;Professional;White;#FFFFFF
Overture;PLA;Professional;Moonlight Silver;#C0C0C0
Overture;PLA;Professional;Light Gray;#9E9E9E
Overture;PLA;Professional;Space Gray;#9E9E9E
Overture;PLA;Professional;Silver Metal;#C0C0C0
Overture;PLA;Professional;Fresh red;#E53935
Overture;PLA;Professional;Red;#E53935
Overture;PLA;Professional;Chocolate;
Overture;PLA;Professional;Brown;#6D4C41
Overture;PLA;Professional;Royal Gold;#D4AF37
Overture;PLA;Professional;Orange;#FB8C00
Overture;PLA;Professional;Yellow;#FDD835
Overture;PLA;Professional;Highlight Yellow;#FDD835
Overture;PLA;Professional;Army Green;#43A047
Overture;PLA;Professional;Green;#43A047
Overture;PLA;Professional;Light Green;#43A047
Overture;PLA;Professional;Olive Green;#43A047
Overture;PLA;Professional;Light Blue;#1E88E5
Overture;PLA;Professional;Digital Blue;#1E88E5
Overture;PLA;Professional;Gray Blue;#1E88E5
Overture;PLA;Professional;Dark Blue;#1E88E5
Overture;PLA;Professional;Purple ;#8E24AA
Overture;PLA;Professional;Sunset Rainbow;
Overture;PLA;Professional;Copper;
Overture;PLA;Professional;Bronze;
Overture;PLA;Professional;Champagne;
Overture;PLA;Silk;Silk Gold;#D4AF37
Overture;PLA;Silk;Silk Copper;
Overture;PLA;Silk;Silk Gray;#9E9E9E
Overture;PLA;Silk;Silk Silver;#C0C0C0
Overture;PLA;Silk;Silk White;#FFFFFF
Overture;PLA;Silk;Silk Red;#E53935
Overture;PLA;Silk;Silk Fresh Red;#E53935
Overture;PLA;Silk;Silk Neon green;#43A047
Overture;PLA;Silk;Silk Green;#43A047
Overture;PLA;Silk;Silk Purple;#8E24AA
Overture;PLA;Silk;Silk Blue;#1E88E5
Overture;PLA;Silk;Silk Gold-Silver;#D4AF37
Overture;PLA;Silk;Silk Green-Silver;#43A047
Overture;PLA;Silk;Silk Blue-Silver;#1E88E5
Overture;PLA;Silk;Silk Magenta-Gold;#D4AF37
Overture;PLA;Silk;Silk Red-Gold;#E53935
Overture;PLA;Silk;Silk Green-Magenta;#43A047
Overture;PLA;Silk;Silk Blue-Yellow;#1E88E5
Overture;PLA;Silk;Silk Green-Blue;#1E88E5
Overture;PLA;Silk;Silk Purple-Gold;#8E24AA
Overture;PLA;Silk;Silk Caramel;
Overture;PLA;Silk;Silk Tiger Eye;
Overture;PLA;Silk;Silk Tropic;
Overture;PLA;Silk;Silk Glacier Flash;
Overture;PLA;Silk;Silk Purple Chrome;#8E24AA
Overture;PLA;Silk;Silk Lime Surge;
Overture;PLA;Silk;Silk Evergreen Bronze;#43A047
Overture;PLA;Silk;Silk Golden Ember;#D4AF37
Overture;PLA;Silk;Silk Chrome Gray;#9E9E9E
Overture;PLA;Silk;Silk Periwinkle;
Overture;PLA;Silk;Silk Lettuce Tomato;
Overture;PLA;Silk;Silk Copper Shore;
Overture;PLA;Silk;Silk Punch Pink;#FF66CC
Overture;PLA;Silk;Silk Parakeet;
Overture;PLA;Silk;Silk Vaporwave;
Overture;PLA;Easy;Easy Black;#000000
Overture;PLA;Easy;Easy White;#FFFFFF
Overture;PLA;Easy;Easy Space Gray;#9E9E9E
Overture;PLA;Easy;Easy Rock White;#FFFFFF
Overture;PLA;Easy;Easy Red;#E53935
Overture;PLA;Easy;Easy Orange;#FB8C00
Overture;PLA;Easy;Easy Caramel;
Overture;PLA;Easy;Easy Digital Blue;#1E88E5
Overture;PLA;Easy;Easy Green;#43A047
Overture;PLA;Easy;Glow Red;#E53935
Overture;PLA;Easy;Glow Orange;#FB8C00
Overture;PLA;Easy;Glow Yellow;#FDD835
Overture;PLA;Easy;Glow Blue;#1E88E5
Overture;PLA;Easy;Easy Natural;
Overture;PLA;Easy;Shimmer Silver Green;#43A047
Overture;PLA;Easy;Shimmer Bronze;
Overture;PLA;Easy;Shimmer Dark Green;#43A047
Overture;PLA;Easy;Shimmer Purple;#8E24AA
Overture;PLA;Easy;Easy Yellow;#FDD835
Overture;PLA;Easy;Easy Yolk Yellow ;#FDD835
Overture;PLA;Easy;Easy Pumpkin Orange;#FB8C00
Overture;PLA;Easy;Easy Magenta;
Overture;PLA;Easy;Easy Pink;#FF66CC
Overture;PLA;Easy;Easy Beige;#F5F5DC
Overture;PLA;Easy;Easy Purple;#8E24AA
Overture;PLA;Easy;Easy Cobalt Blue;#1E88E5
Overture;PLA;Rock;Rock Rainbow;
Overture;PLA;Rock;Rock White;#FFFFFF
Overture;PLA;Rock;Fossil Rock;
Overture;PLA;Rock;Sedimentary Rock;
Overture;PLA;Rock;Mist Gray;#9E9E9E
Overture;PLA;Rock;Moonlight Gray;#9E9E9E
Overture;PLA;Rock;Muted Gray;#9E9E9E
Overture;PLA;Rock;Haze Gray;#9E9E9E
Overture;PLA;Rock;Slate Gray;#9E9E9E
Overture;PLA;Rock;Marigold Yellow;#FDD835
Overture;PLA;Rock;Alpine Forest;
Overture;PLA;Rock;Barrier Reef;
Overture;PLA;Rock;Desert Bluff;
Overture;PLA;Rock;Painted Hills;
Overture;PLA;Rock;Pink Lake;#FF66CC
Overture;PLA;Rock;Sedona Red;#E53935
Overture;PLA;Rock;Tropical Jungle;
Overture;PLA;Rock;Wetland Green;#43A047
Overture;PLA;Rock;Cheesewood;
Overture;PLA;Rock;Walnut Wood;
Overture;PLA;Rock;Jarrah;
Overture;PLA;Rock;White Oak;#FFFFFF
Overture;PLA;Shimmer;Shimmer Dark Green;#43A047
Overture;PLA;Shimmer;Shimmer Purple;#8E24AA
Overture;PLA;Shimmer;Shimmer Silver Green;#43A047
Overture;PLA;Shimmer;Shimmer Bronze;
Overture;PLA;Glow in the Dark;Glow Blue;#1E88E5
Overture;PLA;Glow in the Dark;Glow Red;#E53935
Overture;PLA;Glow in the Dark;Glow Orange;#FB8C00
Overture;PLA;Glow in the Dark;Glow Yellow;#FDD835
Overture;PLA;Glow in the Dark;Glow White in Green;#FFFFFF
Overture;PLA+;Super;Orange;#FB8C00
Overture;PLA+;Super;Black;#000000
Overture;PLA+;Super;Light Gray;#9E9E9E
Overture;PLA+;Super;White;#FFFFFF
Overture;PLA+;Super;Red;#E53935
Overture;PLA+;Super;Pink;#FF66CC
Overture;PLA+;Super;Sakura Pink;#FF66CC
Overture;PLA+;Super;Light Brown;#6D4C41
Overture;PLA+;Super;Yellow;#FDD835
Overture;PLA+;Super;Green;#43A047
Overture;PLA+;Super;Dark Blue;#1E88E5
Overture;PLA+;Super;Purple;#8E24AA
Overture;PLA;Gradient;Northern Lights;
Overture;PLA;Gradient;Rainbow;
Overture;PLA;Gradient;Aurora Berry;
Overture;PLA;Gradient;Avocado;
Overture;PLA;Gradient;Tequila Sunrise;
Overture;PLA;Gradient;Rocket Pop;
Overture;PLA;Rock Gradient;Rock Rainbow;
Overture;PLA;Rock Gradient;Alpine Forest;
Overture;PLA;Rock Gradient;Barrier Reef;
Overture;PLA;Rock Gradient;Desert Bluff;
Overture;PLA;Rock Gradient;Painted Hills;
Overture;PLA;Rock Gradient;Pink Lake;#FF66CC
Overture;PLA;Rock Gradient;Sedona Red;#E53935
Overture;PLA;Rock Gradient;Tropical Jungle;
Overture;PLA;Rock Gradient;Wetland Green;#43A047
Overture;PLA;Silk Gradient;Silk Red-Gold;#E53935
Overture;PLA;Silk Gradient;Silk Magenta-Gold;#D4AF37
Overture;PLA;Silk Gradient;Silk Purple-Gold;#8E24AA
Overture;PLA;Silk Gradient;Silk Gold-Silver;#D4AF37
Overture;PLA;Silk Gradient;Silk Blue-Silver;#1E88E5
Overture;PLA;Silk Gradient;Silk Green-Silver;#43A047
Overture;PLA;Silk Gradient;Silk Green-Blue;#1E88E5
Overture;PLA;Silk Gradient;Silk Blue-Yellow;#1E88E5
Overture;PLA;Silk Gradient;Silk Green-Magenta;#43A047
Overture;PLA;Silk Gradient;Silk Caramel;
Overture;PLA;Silk Gradient;Silk Tiger Eye;
Overture;PLA;Silk Gradient;Silk Tropic;
Overture;PLA;Silk Gradient;Silk Glacier Flash;
Overture;PLA;Silk Gradient;Silk Purple Chrome;#8E24AA
Overture;PLA;Silk Gradient;Silk Lime Surge;
Overture;PLA;Silk Gradient;Silk Evergreen Bronze;#43A047
Overture;PLA;Silk Gradient;Silk Golden Ember;#D4AF37
Overture;PLA;Silk Gradient;Silk Chrome Gray;#9E9E9E
Overture;PLA;Silk Gradient;Silk Periwinkle;
Overture;PLA;Silk Gradient;Silk Lettuce Tomato;
Overture;PLA;Silk Gradient;Silk Copper Shore;
Overture;PLA;Silk Gradient;Silk Punch Pink;#FF66CC
Overture;PLA;Silk Gradient;Silk Parakeet;
Overture;PLA;Silk Gradient;Silk Vaporwave;
Overture;PLA;Matte Dual Colors;Rainbow;
Overture;PLA;Matte Dual Colors;Candy Rainbow;
Overture;PLA;Matte Dual Colors;Blue-Red;#E53935
Overture;PLA;Matte Dual Colors;Orange-Red;#E53935
Overture;PLA;Matte Dual Colors;Light Blue-Yellow;#1E88E5
Overture;PETG;;Black;#000000
Overture;PETG;;White;#FFFFFF
Overture;PETG;;Rock White;#FFFFFF
Overture;PETG;;Transparent;
Overture;PETG;;Space Gray;#9E9E9E
Overture;PETG;;Light Gray;#9E9E9E
Overture;PETG;;Red;#E53935
Overture;PETG;;Transparent Red;#E53935
Overture;PETG;;Magenta;
Overture;PETG;;Pink;#FF66CC
Overture;PETG;;Orange;#FB8C00
Overture;PETG;;Gold;#D4AF37
Overture;PETG;;Brown;#6D4C41
Overture;PETG;;Yellow;#FDD835
Overture;PETG;;Grass Green;#43A047
Overture;PETG;;Transparent Green;#43A047
Overture;PETG;;Green;#43A047
Overture;PETG;;Army Green;#43A047
Overture;PETG;;Digital Blue;#1E88E5
Overture;PETG;;Transparent Blue;#1E88E5
Overture;PETG;;Blue;#1E88E5
Overture;PETG;;Starry Blue;#1E88E5
Overture;PETG;;Sparkle Blue;#1E88E5
Overture;PETG;;Purple;#8E24AA
Overture;ABS;;Black;#000000
Overture;ABS;;Blue;#1E88E5
Overture;ABS;;Dark Red;#E53935
Overture;ABS;;White;#FFFFFF
Overture;ABS;;Gray;#9E9E9E
Overture;ABS;;Slate Gray;#9E9E9E
Overture;ABS;;Yellow;#FDD835
Overture;ABS;;Glow Green;#43A047
Overture;ABS;;Natural;
Overture;ABS;;Green;#43A047
Overture;ABS;;Purple;#8E24AA
Overture;ABS;;Diamond Purple;#8E24AA
Overture;ABS;;Diamond Gray;#9E9E9E
Overture;ABS;;Diamond Orange;#FB8C00
Overture;ASA;;Black;#000000
Overture;ASA;;White;#FFFFFF
Overture;ASA;;Gray;#9E9E9E
Overture;ASA;;Red;#E53935
Overture;ASA;;Brown;#6D4C41
Overture;ASA;;Orange;#FB8C00
Overture;ASA;;Yellow;#FDD835
Overture;ASA;;Natural;
Overture;ASA;;Olive Green;#43A047
Overture;ASA;;Green;#43A047
Overture;ASA;;Blue;#1E88E5
Overture;ASA;;Diamond Blue;#1E88E5
Overture;ASA;;Diamond Red;#E53935
Overture;ASA;;Diamond Green;#43A047
Overture;TPU;High Speed;Black;#000000
Overture;TPU;High Speed;White;#FFFFFF
Overture;TPU;High Speed;Clear;
Overture;TPU;High Speed;Gray;#9E9E9E
Overture;TPU;High Speed;Pink;#FF66CC
Overture;TPU;High Speed;Orange;#FB8C00
Overture;TPU;High Speed;Grass Green;#43A047
Overture;TPU;High Speed;Translucent Blue;#1E88E5
Overture;TPU;High Speed;Translucent Red;#E53935
Overture;TPU;High Speed;Translucent Green;#43A047
Overture;TPU;High Speed;Translucent Purple;#8E24AA
Overture;TPU;High Speed;Translucent Orange;#FB8C00
Overture;TPU;High Speed;Neon Magenta;
Overture;TPU;High Speed;Pastel Rose;
Overture;TPU;High Speed;Luminous Pink;#FF66CC
Overture;TPU;High Speed;Neon Yellow;#FDD835
Overture;TPU;High Speed;Luminous Electric Indigo;
Overture;TPU;High Speed;Luminous Blue;#1E88E5
Overture;TPU;High Speed;Luminous Green;#43A047
Overture;TPU;High Speed;Luminous Orange;#FB8C00
Overture;TPU;;Black;#000000
Overture;TPU;;Space Gray;#9E9E9E
Overture;TPU;;Gray;#9E9E9E
Overture;TPU;;White;#FFFFFF
Overture;TPU;;Transparent;
Overture;TPU;;Red;#E53935
Overture;TPU;;Bright Pink;#FF66CC
Overture;TPU;;Brown;#6D4C41
Overture;TPU;;Orange;#FB8C00
Overture;TPU;;Yellow;#FDD835
Overture;TPU;;Digital Blue;#1E88E5
Overture;TPU;;Blue;#1E88E5
Overture;TPU;;Purple;#8E24AA
Overture;TPU;;Green;#43A047
Overture;TPU;;Neon Red;#E53935
Overture;TPU;;Neon Green;#43A047
Overture;TPU;;Neon Orange;#FB8C00
Overture;TPU;;Light Green;#43A047
Ultimaker;PLA;;Schwarz;#000000
Ultimaker;PLA;;Weiß;#FFFFFF
Ultimaker;PLA;;Perlweiss;#FFFFFF
Ultimaker;PLA;;Silbermetallic;
Ultimaker;PLA;;Magenta;
Ultimaker;PLA;;Orange;#FB8C00
Ultimaker;PLA;;Rot;#E53935
Ultimaker;PLA;;Blau;#1E88E5
Ultimaker;PLA;;Grün;#43A047
Ultimaker;PLA;;Gelb ;#FDD835
Ultimaker;PLA;;Transparent;
Ultimaker;PLA;Tough;Schwarz;#000000
Ultimaker;PLA;Tough;Weiß;#FFFFFF
Ultimaker;PLA;Tough;Rot ;#E53935
Ultimaker;PLA;Tough;Blau;#1E88E5
Ultimaker;PLA;Tough;Grün;#43A047
Ultimaker;PLA;Tough;Grau;#9E9E9E
Ultimaker;PLA;Tough;Gelb;#FDD835
Ultimaker;ABS-R;Method X;Rot;#E53935
Ultimaker;ABS-R;Method X;Natur;
Ultimaker;PA;Nylon;Schwarz;#000000
Ultimaker;PA;Nylon;Transparent;
Ultimaker;ABS;;Schwarz;#000000
