Brand;Material;Variant;Color,hex
Amazon Basics;PETG;;Gelb;#FDD835
Amazon Basics;PETG;;Orange;#FB8C00
Amazon Basics;PETG;;Rot;#E53935
Amazon Basics;PLA;Seide;Seidensilber;
Amazon Basics;PLA;Seide;Seidencremefarben;
3DJake;PLA;eco;Weiß;#FFFFFF
3DJake;PLA;eco;Schwarz;#000000
3DJake;PLA;eco;Orange ;#FB8C00
3DJake;PLA;eco;Hellgrau;#9E9E9E
3DJake;PLA;eco;Rot;#E53935
3DJake;PLA;eco;Dunkelgrau;#9E9E9E
3DJake;PLA;eco;Silber;
3DJake;PLA;eco;Dunkelblau;#1E88E5
3DJake;PLA;eco;Hellblau;#1E88E5
3DJake;PLA;eco;Neon Orange;#FB8C00
3DJake;PLA;eco;Transparent;
3DJake;PLA;eco;Pastellpink;#FF66CC
3DJake;PLA;eco;Pastelblau;#1E88E5
3DJake;PLA;eco;Hellgrün;#43A047
3DJake;PLA;eco;Dunkelgrün;#43A047
3DJake;PLA;eco;Pastellgrün;#43A047
3DJake;PLA;eco;Neon Gelb;#FDD835
3DJake;PLA;eco;Gelb;#FDD835
3DJake;PLA;eco;Neon Grün;#43A047
3DJake;PLA;eco;Glow;
3DJake;PLA;eco;Braun;#6D4C41
3DJake;PLA;eco;Bronze;
3DJake;PLA;eco;Violett;
3DJake;PLA;eco;Pink;#FF66CC
3DJake;PLA;eco;CMYK White;#FFFFFF
3DJake;PLA;eco;CMYK Cyan;
3DJake;PLA;eco;CMYK Magenta;
3DJake;PLA;eco;CMYK Yellow;#FDD835
3DJake;ABS;;Schwarz;#000000
3DJake;ABS;;Weiß;#FFFFFF
3DJake;ABS;;Silber;
3DJake;ABS;;Dunkelblau;#1E88E5
3DJake;ABS;;Orange;#FB8C00
3DJake;ABS;;Dunkelgrau;#9E9E9E
3DJake;ABS;;Hellgrau;#9E9E9E
3DJake;ABS;;Pastellblau;#1E88E5
3DJake;ABS;;Violett;
3DJake;ABS;;Pastellpink;#FF66CC
3DJake;ABS;;Neon Gelb;#FDD835
3DJake;ABS;;Rot;#E53935
3DJake;ABS;;Gelb;#FDD835
3DJake;ABS;;Pink;#FF66CC
3DJake;ABS;;Hellgrün;#43A047
3DJake;ABS;;Dunkelgrün;#43A047
3DJake;ABS;;Hellblau;#1E88E5
3DJake;ABS;;Bronze;
3DJake;ABS;;Pastelgrün;#43A047
3DJake;ABS;;Neon Orange;#FB8C00
3DJake;ABS;;Neon Grün;#43A047
3DJake;ABS;;Braun;#6D4C41
3DJake;ABS;CF;Rot;#E53935
3DJake;ABS;CF;Dunkelblau;#1E88E5
3DJake;ABS;CF;Dunkelgrau;#9E9E9E
3DJake;ABS;CF;Schwarz;#000000
3DJake;ASA;;Schwarz;#000000
3DJake;ASA;;Dunkelgrau;#9E9E9E
3DJake;ASA;;Weiß;#FFFFFF
3DJake;ASA;;Rot;#E53935
3DJake;ASA;;Dunkelblau;#1E88E5
3DJake;ASA;;Hellgrau;#9E9E9E
3DJake;ASA;;Orange;#FB8C00
3DJake;ASA;;Silber;
3DJake;ASA;;Gelb;#FDD835
3DJake;ASA;;Hellblau;#1E88E5
3DJake;ASA;;Hellgrün;#43A047
3DJake;ASA;;Dunkelgrün;#43A047
3DJake;ASA;;Neon Pink;#FF66CC
3DJake;ASA;;Violett;
3DJake;ASA;CF;Rot;#E53935
3DJake;ASA;CF;Dunkelblau;#1E88E5
3DJake;ASA;CF;Dunkelgrau;#9E9E9E
3DJake;ASA;CF;Schwarz;#000000
3DJake;PETG;easy;Schwarz;#000000
3DJake;PETG;easy;Weiß;#FFFFFF
3DJake;PETG;easy;Silber;
3DJake;PETG;easy;Hellgrau;#9E9E9E
3DJake;PETG;easy;Transparent;
3DJake;PETG;easy;Bronze;
3DJake;PETG;easy;Rot;#E53935
3DJake;PETG;easy;Neon Gelb;#FDD835
3DJake;PETG;easy;Transparent Gelb;#FDD835
3DJake;PETG;easy;Orange;#FB8C00
3DJake;PETG;easy;Dunkelblau;#1E88E5
3DJake;PETG;easy;Braun;#6D4C41
3DJake;PETG;easy;Pastellblau;#1E88E5
3DJake;PETG;easy;Hellgrün;#43A047
3DJake;PETG;easy;Transparent Blau;#1E88E5
3DJake;PETG;easy;Neon Orange;#FB8C00
3DJake;PETG;easy;Transparent Grün;#43A047
3DJake;PETG;easy;Gelb;#FDD835
3DJake;PETG;easy;Dunkelgrau;#9E9E9E
3DJake;PETG;easy;Hellblau;#1E88E5
3DJake;PETG;easy;Pink;#FF66CC
3DJake;PETG;easy;Glow;
3DJake;PETG;easy;Dunkelgrün;#43A047
3DJake;PETG;easy;Transparent Rot;#E53935
3DJake;PETG;easy;Violett;
3DJake;PETG;easy;Neon Grün;#43A047
3DJake;PETG;easy;Pastellpink;#FF66CC
3DJake;PETG;easy;Pastellgrün;#43A047
3DJake;PETG;easy CF;Rot;#E53935
3DJake;PETG;easy CF;Dunkelblau;#1E88E5
3DJake;PETG;easy CF;Dunkelgrau;#9E9E9E
3DJake;PETG;easy CF;Schwarz;#000000
3DJake;PETG;easy Matte;Schwarz;#000000
3DJake;PETG;easy Matte;Hellgrau;#9E9E9E
3DJake;PETG;easy Matte;Dunkelgrau;#9E9E9E
3DJake;PETG;easy Matte;Bronze;
3DJake;PETG;easy Matte;Neon Gelb;#FDD835
3DJake;PETG;easy Matte;Dunkelblau;#1E88E5
3DJake;PETG;easy Matte;Pastellblau;#1E88E5
3DJake;PETG;easy Matte;Neon Orange;#FB8C00
3DJake;PETG;easy Matte;Hellgrün;#43A047
3DJake;PETG;easy Matte;Neon Grün;#43A047
3DJake;PETG;easy Matte;Gelb;#FDD835
3DJake;PETG;easy Matte;Dunkelgrün;#43A047
3DJake;PETG;easy Matte;Weiß;#FFFFFF
3DJake;PETG;easy Matte;Braun;#6D4C41
3DJake;PETG;easy Matte;Pastellpink;#FF66CC
3DJake;PETG;easy Matte;Rot;#E53935
3DJake;PETG;easy Matte;Orange;#FB8C00
3DJake;PETG;easy Matte;Pastellgrün;#43A047
3DJake;PETG;easy Matte;Hellblau;#1E88E5
3DJake;PETG;easy Matte;Silber;
3DJake;PETG;easy Matte;Pink;#FF66CC
3DJake;PETG;easy Matte;Violett;
3DJake;PLA;eco CF;Rot;#E53935
3DJake;PLA;eco CF;Dunkelblau;#1E88E5
3DJake;PLA;eco CF;Dunkelgrau;#9E9E9E
3DJake;PLA;eco CF;Schwarz;#000000
3DJake;PLA;eco Silk;Gold;#D4AF37
3DJake;PLA;eco Silk;Cooper;
3DJake;PLA;eco Silk;Grün;#43A047
3DJake;PLA;eco Silk;Raspberry;
3DJake;PLA;eco Silk;Rainbow Candyshop;
3DJake;PLA;eco Silk;Schwarz;#000000
3DJake;PLA;eco Silk;Violett;
3DJake;PLA;eco Silk;Rainbow Lollipop;
3DJake;PLA;eco Silk;Blau;#1E88E5
3DJake;PLA;eco Silk;Silber;
3DJake;PLA;eco Silk;Gelb;#FDD835
3DJake;PLA;eco Sparkling;Marble;
3DJake;PLA;eco Sparkling;Sparkling Violett;
3DJake;PLA;eco Sparkling;Sparkling Blau;#1E88E5
3DJake;PLA;eco Sparkling;Sparkling Grau;#9E9E9E
3DJake;PLA;eco Sparkling;Sparkling Silber;
3DJake;PLA;eco Sparkling;Sparkling Gold;#D4AF37
3DJake;PLA;eco Sparkling;Sparkling Rot;#E53935
3DJake;PLA;eco Sparkling;Sparkling Grün;#43A047
3DJake;PLA;eco Wood;Dark Braun;#6D4C41
3DJake;PLA;eco Wood;Light Braun;#6D4C41
3DJake;PLA;Magic;Purpur Delirium;
3DJake;PLA;Magic;Tropical Sea;
3DJake;PLA;Magic;Mint Blush;
3DJake;PLA;Magic;Lemon Grass;
3DJake;PLA;Magic;Arabian Nights;
3DJake;PLA;Magic;Golden Alloy;#D4AF37
3DJake;PLA;Magic;Cotton Candy;
3DJake;PLA;Magic;Frozen Raspberry;
3DJake;PLA;Matte;Pink;#FF66CC
3DJake;PLA;Matte;Schwarz;#000000
3DJake;PLA;Matte;Hellgrau;#9E9E9E
3DJake;PLA;Matte;Neon Gelb;#FDD835
3DJake;PLA;Matte;Hellgrün;#43A047
3DJake;PLA;Matte;Rot;#E53935
3DJake;PLA;Matte;Orange;#FB8C00
3DJake;PLA;Matte;Gelb;#FDD835
3DJake;PLA;Matte;Weiß;#FFFFFF
3DJake;PLA;Matte;Dunkelblau;#1E88E5
3DJake;PLA;Matte;Dunkelgrau;#9E9E9E
3DJake;PLA;Matte;Hellblau;#1E88E5
3DJake;PLA;Matte;Pastellgrün;#43A047
3DJake;PLA;Matte;Pastellblau;#1E88E5
3DJake;PLA;Matte;Bronze;
3DJake;PLA;Matte;Neon Grün;#43A047
3DJake;PLA;Matte;Pastellpink;#FF66CC
3DJake;PLA;Matte;Braun;#6D4C41
3DJake;PLA;Matte;Neon Orange;#FB8C00
3DJake;PLA;Matte;Silber;
3DJake;PLA;Matte;Dunkelgrün;#43A047
3DJake;PLA;Matte;Violett;
3DJake;PLA;Mystery;Berry Popsicle;
3DJake;PLA;Mystery;Magic in a Jar;
3DJake;PLA;Mystery;Northern Lights;
3DJake;PLA;Mystery;Epic Thunderstorm;
3DJake;PLA;Mystery;Amethyst Dream;
3DJake;PLA;Mystery;Orion Nebula;
3DJake;PLA;niceBio;Schwarz;#000000
3DJake;PLA;niceBio;Hellblau;#1E88E5
3DJake;PLA;niceBio;Weiß;#FFFFFF
3DJake;PLA;niceBio;Hellgrün;#43A047
3DJake;PLA;niceBio;Dunkelgrau;#9E9E9E
3DJake;PLA;niceBio;Silber;
3DJake;PLA;niceBio;Orange;#FB8C00
3DJake;PLA;niceBio;Dunkelblau;#1E88E5
3DJake;PLA;niceBio;Rot;#E53935
3DJake;PLA;niceBio;Hellgrau;#9E9E9E
3DJake;PETG;;Schwarz;#000000
3DJake;PETG;;Transparent;
3DJake;PETG;;Weiß;#FFFFFF
3DJake;PETG;;Silber;
3DJake;PETG;;Transparent Gelb;#FDD835
3DJake;PETG;;Rot;#E53935
3DJake;PETG;;Dunkelblau;#1E88E5
3DJake;PETG;;Transparent Grün;#43A047
3DJake;PETG;;Hellgrün;#43A047
3DJake;PETG;;Transparent Rot;#E53935
3DJake;PETG;;Hellblau;#1E88E5
3DJake;PETG;;Dunkelgrün;#43A047
3DJake;PETG;;Transparent Blau;#1E88E5
3DJake;PETG;;Gelb;#FDD835
3DJake;PETG;;Violett;
3DJake;TPU;A95;Schwarz;#000000
3DJake;TPU;A95;Hellblau;#1E88E5
3DJake;TPU;A95;Rot;#E53935
3DJake;TPU;A95;Orange;#FB8C00
3DJake;TPU;A95;Weiß;#FFFFFF
3DJake;TPU;A95;Transparent;
3DJake;TPU;A95;Silber;
3DJake;TPU;A95;Dunkelgrau;#9E9E9E
3DJake;TPU;A95;Hellgrau;#9E9E9E
3DJake;TPU;A95;Dunkelgrün;#43A047
3DJake;TPU;A95;Violett;
3DJake;TPU;A95;Hellgrün;#43A047
3DJake;TPU;A95;Gelb;#FDD835
3DJake;TPU;A95;Dunkelblau;#1E88E5
TEQstone;PLA;Basic;Rosa;#FF66CC
TEQstone;PLA;Basic;Apfelgrün;#43A047
TEQstone;PLA;Basic;Cyan ( Wasser Blau );#1E88E5
TEQstone;PLA;Basic;Lila;#8E24AA
TEQstone;PLA;Basic;Holz Braun;#6D4C41
TEQstone;PLA;Basic;Marmor Braun;#6D4C41
TEQstone;PLA;Basic;Marmor Grau;#9E9E9E
TEQstone;PLA;Silk;Gold Kupfer;#D4AF37
TEQstone;PLA;Silk;Schwarz Rot;#000000
TEQstone;PLA;Silk;Rot Gold Lila;#E53935
TEQstone;PLA;Silk;Blau ( Royalblau );#1E88E5
TEQstone;PLA;Silk;Gold;#D4AF37
TEQstone;PLA;Silk;Kupfer;
TEQstone;PLA;Silk;Lila;#8E24AA
TEQstone;TPU;95A;Schwarz;#000000
TEQstone;TPU;95A;Blau;#1E88E5
TEQstone;TPU;95A;Grau;#9E9E9E
TEQstone;PETG;;Schwarz;#000000
TEQstone;PETG;;Braun;#6D4C41
TEQstone;PETG;;Grau;#9E9E9E
TEQstone;PETG;;Grün;#43A047
TEQstone;PETG;;Rot;#E53935
TEQstone;PETG;;Transparent;
ColorFabb;ASA;;Naturel;
ColorFabb;ASA;;Black;#000000
ColorFabb;ASA;LW;Naturel;
ColorFabb;ASA;LW;Black;#000000
ColorFabb;Co-Polyester;;Clear;
ColorFabb;Co-Polyester;;Light Blue;#1E88E5
ColorFabb;Co-Polyester;;Flex Black;#000000
ColorFabb;Co-Polyester;;Light Green;#43A047
ColorFabb;Co-Polyester;;Red;#E53935
ColorFabb;Co-Polyester;;Black;#000000
ColorFabb;Co-Polyester;;White;#FFFFFF
ColorFabb;Co-Polyester;;Dark Grey;#9E9E9E
ColorFabb;Co-Polyester;;Economy Red;#E53935
ColorFabb;Co-Polyester;;Gold Metaillc;#D4AF37
ColorFabb;Co-Polyester;;Light Grey;#9E9E9E
ColorFabb;Co-Polyester;;Flex Clear;
ColorFabb;Co-Polyester;;Flex Dark Grey;#9E9E9E
ColorFabb;PA;;Black;#000000
ColorFabb;PA;;Blue Metal Detectable;#1E88E5
ColorFabb;PA;;Neat;
ColorFabb;PHA;;Naturel;
ColorFabb;PHA;;Black;#000000
ColorFabb;PHA;;White;#FFFFFF
ColorFabb;PLA;LW;Gray Silver;#9E9E9E
ColorFabb;PLA;LW;Green;#43A047
ColorFabb;PLA;LW;Natural;
ColorFabb;PLA;LW;Yellow;#FDD835
ColorFabb;PLA;LW;Black;#000000
ColorFabb;PLA;LW;Red;#E53935
ColorFabb;PLA;LW HAT;Dark Gray;#9E9E9E
ColorFabb;PLA;LW HAT;Olive;
ColorFabb;PLA;LW HAT;White;#FFFFFF
ColorFabb;PLA;LW HAT;Black;#000000
ColorFabb;PLA;High Speed Pro;Semi-Matte Black;#000000
ColorFabb;PLA;High Speed Pro;Natural;
ColorFabb;PLA;High Speed Pro;Traffic White;#FFFFFF
ColorFabb;PLA;High Speed Pro;Traffic Red;#E53935
ColorFabb;PLA;High Speed Pro;Jet Black;#000000
ColorFabb;PLA;High Speed Pro;Light Grey;#9E9E9E
ColorFabb;PLA;High Speed Pro;Azure Blue;#1E88E5
ColorFabb;PLA;High Speed Pro;Deep Orange;#FB8C00
ColorFabb;PLA;High Speed Pro;Pastel Blue;#1E88E5
ColorFabb;PLA;High Speed Pro;Ultra Marine Blue;#1E88E5
ColorFabb;PLA;High Speed Pro;Antique Pink;#FF66CC
ColorFabb;PLA;High Speed Pro;Sky Blue;#1E88E5
ColorFabb;PLA;High Speed Pro;Yellow Green;#43A047
ColorFabb;PLA;High Speed Pro;Pearl Drak Grey;#9E9E9E
ColorFabb;PLA;High Speed Pro;Semi-Matte White;#FFFFFF
ColorFabb;PLA;High Speed Pro;Turqoise Green;#43A047
ColorFabb;PLA;High Speed Pro;Agate Grey;#9E9E9E
ColorFabb;PLA;High Speed Pro;Grey Blue;#1E88E5
ColorFabb;PLA;High Speed Pro;Iron Grey;#9E9E9E
ColorFabb;PLA;High Speed Pro;Moss Green;#43A047
ColorFabb;PLA;High Speed Pro;Traffic Yellow;#FDD835
ColorFabb;PLA;High Speed Pro;Signal Green;#43A047
ColorFabb;PLA;High Speed Pro;Sapphire Blue;#1E88E5
ColorFabb;PLA;High Speed Pro;Telegrey 2;#9E9E9E
ColorFabb;PLA;High Speed Pro;Olypic Gold;#D4AF37
ColorFabb;PLA;HP;Silver;#C0C0C0
ColorFabb;PLA;HP;White;#FFFFFF
ColorFabb;PLA;HP;Black;#000000
ColorFabb;PLA/PHA;;Glowfill;
ColorFabb;PLA/PHA;;Violett Transparent;
ColorFabb;PETG;;Semi-Matte Black;#000000
ColorFabb;PLA;Stein;Light Grey;#9E9E9E
ColorFabb;PLA;Stein;Red Brick;#E53935
ColorFabb;PLA;Stein;Moss Green;#43A047
ColorFabb;PLA;Vipers;Pastel Purple;#8E24AA
ColorFabb;PLA;Vipers;White;#FFFFFF
ColorFabb;PLA;Vipers;Pastel Orange;#FB8C00
ColorFabb;PLA;Vipers;Pastel Green;#43A047
Das Filament;PLA;;Natur;
Das Filament;PLA;;Schwarz;#000000
Das Filament;PLA;;Schwarz matt;#000000
Das Filament;PLA;;Grüngold;#43A047
Das Filament;PLA;;Grüngold V2;#43A047
Das Filament;PLA;;Blue Pearl;#1E88E5
Das Filament;PLA;;Anthazit V2;
Das Filament;PLA;;Grau;#9E9E9E
Das Filament;PLA;;Silber;
Das Filament;PLA;;Weiß;#FFFFFF
Das Filament;PLA;;Tonweiß matt;#FFFFFF
Das Filament;PLA;;Vanille;
Das Filament;PLA;;Sonnengelb;#FDD835
Das Filament;PLA;;Apricot;
Das Filament;PLA;;Neonorange;#FB8C00
Das Filament;PLA;;Reinorange;#FB8C00
Das Filament;PLA;;Rot;#E53935
Das Filament;PLA;;Feuerrot;#E53935
Das Filament;PLA;;Kirschrot;#E53935
Das Filament;PLA;;Metallic Rot;#E53935
Das Filament;PLA;;Kastanienbraun;#6D4C41
Das Filament;PLA;;Bronze;
Das Filament;PLA;;Gold V2;#D4AF37
Das Filament;PLA;;Lavendel;
Das Filament;PLA;;Magenta;
Das Filament;PLA;;Multicolor Galaxy;
Das Filament;PLA;;Königsblau;#1E88E5
Das Filament;PLA;;Toms3D Infinity Blue;#1E88E5
Das Filament;PLA;;Himmelblau;#1E88E5
Das Filament;PLA;;Milticolor Polarlicht;
Das Filament;PLA;;Tannengrün;#43A047
Das Filament;PLA;;Grasgrün;#43A047
Das Filament;PLA;;Transluzent Grün;#43A047
Das Filament;PLA;;Grün;#43A047
Das Filament;PLA;;Glow Grün;#43A047
Das Filament;PLA;;Pfefferminze;
Das Filament;PETG;;Natur;
Das Filament;PETG;;Schwarz;#000000
Das Filament;PETG;;Flammschutz Schwarz;#000000
Das Filament;PETG;;Schiefergrau;#9E9E9E
Das Filament;PETG;;Anthrazit V2;
Das Filament;PETG;;Sturmgrau;#9E9E9E
Das Filament;PETG;;Silber;
Das Filament;PETG;;Alu-Silber;
Das Filament;PETG;;Weiß;#FFFFFF
Das Filament;PETG;;Beige;#F5F5DC
Das Filament;PETG;;Maisgelb;#FDD835
Das Filament;PETG;;Transluzent Neongelb;#FDD835
Das Filament;PETG;;Melonengelb;#FDD835
Das Filament;PETG;;Leuchtorange;#FB8C00
Das Filament;PETG;;Transparent Rot;#E53935
Das Filament;PETG;;Feuerrot;#E53935
Das Filament;PETG;;Rubinrot;#E53935
Das Filament;PETG;;Burnt Copper;
Das Filament;PETG;;Lila;#8E24AA
Das Filament;PETG;;Saphirblau;#1E88E5
Das Filament;PETG;;Metallic Blau;#1E88E5
Das Filament;PETG;;Blau;#1E88E5
Das Filament;PETG;;Transparent Blau;#1E88E5
Das Filament;PETG;;Militär Grün;#43A047
Das Filament;PETG;;Opalgrün;#43A047
Das Filament;PETG;;Grasgrün;#43A047
Das Filament;PETG;;Transluzent Wassergrün;#43A047
Das Filament;PETG;;Transparent Neongrün;#43A047
Das Filament;PETG;;Transluzent Neongrün;#43A047
Das Filament;PETG;;Abrakadabra;
Das Filament;TPU;;Natur;
Das Filament;TPU;;Schwarz;#000000
Das Filament;TPU;;Weiß;#FFFFFF
Devil Design;PETG;;Weiß;#FFFFFF
Devil Design;PETG;;Grau;#9E9E9E
Devil Design;PETG;;Silber;
Devil Design;PETG;;Graphit;
Devil Design;PETG;;Dunkelgrau;#9E9E9E
Devil Design;PETG;;Galaxy Grau;#9E9E9E
Devil Design;PETG;;Schwarz;#000000
Devil Design;PETG;;Galaxy Schwarz;#000000
Devil Design;PETG;;Blau;#1E88E5
Devil Design;PETG;;Blau Transparent;#1E88E5
Devil Design;PETG;;Super Blau;#1E88E5
Devil Design;PETG;;Hellgrün;#43A047
Devil Design;PETG;;Smaragdgrün;#43A047
Devil Design;PETG;;Grün Transparent;#43A047
Devil Design;PETG;;Hellorange;#FB8C00
Devil Design;PETG;;Rot;#E53935
Devil Design;PETG;;Rot Transparent;#E53935
Devil Design;PETG;;Gelb;#FDD835
Devil Design;PETG;;Beige;#F5F5DC
Devil Design;PETG;;Braun;#6D4C41
Devil Design;PETG;;Olivgrün;#43A047
Devil Design;PETG;;Transparent;
Devil Design;PETG;;Galaxy Grün;#43A047
Devil Design;PETG;;Ocean Blau;#1E88E5
Devil Design;PETG;;Dunkelorange;#FB8C00
Devil Design;PETG;;Emerald Grün;#43A047
Devil Design;PETG;;Minze;
Devil Design;PETG;;Rubin Rot;#E53935
Devil Design;PETG;;Olivgrün;#43A047
Devil Design;PETG;;Violett;
Devil Design;PETG;;Galaxy Rot;#E53935
Devil Design;PETG;;Renn Grün;#43A047
Devil Design;PETG;;Heller Stahl;
Devil Design;PETG;;Dunkler Stahl;
Devil Design;PETG;;Galasxy Super Blau;#1E88E5
Devil Design;PETG;;Hellgrau;#9E9E9E
Devil Design;PLA;;Weiß;#FFFFFF
Devil Design;PLA;;PC Grau;#9E9E9E
Devil Design;PLA;;Marmor;
Devil Design;PLA;;Grau;#9E9E9E
Devil Design;PLA;;Aluminium;
Devil Design;PLA;;Graphit;
Devil Design;PLA;;Dunkelgrau;#9E9E9E
Devil Design;PLA;;Schwarz;#000000
Devil Design;PLA;;Galaxy Schwarz;#000000
Devil Design;PLA;;Blau;#1E88E5
Devil Design;PLA;;Ocean Blau;#1E88E5
Devil Design;PLA;;Super Blau;#1E88E5
Devil Design;PLA;;Silk Blau;#1E88E5
Devil Design;PLA;;Navy Blau;#1E88E5
Devil Design;PLA;;Minzgrün;#43A047
Devil Design;PLA;;Hellgrün;#43A047
Devil Design;PLA;;Smaragdgrün;#43A047
Devil Design;PLA;;Galaxy Grün;#43A047
Devil Design;PLA;;Hellorange;#FB8C00
Devil Design;PLA;;Rot;#E53935
Devil Design;PLA;;Silk Rot;#E53935
Devil Design;PLA;;Galaxy Rot;#E53935
Devil Design;PLA;;Galaxy Violett;
Devil Design;PLA;;Gelb;#FDD835
Devil Design;PLA;;Gold;#D4AF37
Devil Design;PLA;;Silk Gold;#D4AF37
Devil Design;PLA;;Beige;#F5F5DC
Devil Design;PLA;;Kastanienbraun;#6D4C41
Devil Design;PLA;;Braun;#6D4C41
Devil Design;PLA;;Renn Grün;#43A047
Devil Design;PLA;;Kupfer;
Devil Design;PLA;;Heißes Rot;#E53935
Devil Design;PLA;;Grün;#43A047
Devil Design;PLA;;Bronze;
Devil Design;PLA;;Emerald Grün;#43A047
Devil Design;PLA;;Helles Pink;#FF66CC
Devil Design;PLA;;Ozean Blau;#1E88E5
Devil Design;PLA;;Dunkles Orange;#FB8C00
Devil Design;PLA;;Perl Rosa;#FF66CC
Devil Design;ASA;;Aluminium;
Devil Design;ASA;;Black;#000000
Devil Design;ASA;;Bright Orange;#FB8C00
Devil Design;ASA;;Dark Gray;#9E9E9E
Devil Design;ASA;;Natural;
Devil Design;ASA;;Race Green;#43A047
Devil Design;ASA;;Red;#E53935
Devil Design;ASA;;Super Blue ;#1E88E5
Devil Design;PLA;Silk;White;#FFFFFF
Devil Design;PLA;Silk;Bright Yellow;#FDD835
Devil Design;PLA;Silk;Bright Orange;#FB8C00
Devil Design;PLA;Silk;Bright Pink;#FF66CC
Devil Design;PLA;Silk;Red;#E53935
Devil Design;PLA;Silk;Blue;#1E88E5
Devil Design;PLA;Silk;Violett;
Devil Design;PLA;Silk;Bright Green;#43A047
Devil Design;PLA;Silk;Light Gold;#D4AF37
Devil Design;PLA;Silk;Gold;#D4AF37
Devil Design;PLA;Silk;Bronze;
Devil Design;ABS+;;Aluminum;
Devil Design;ABS+;;Gray;#9E9E9E
Devil Design;ABS+;;Black;#000000
Devil Design;ABS+;;Red;#E53935
Devil Design;ABS+;;White;#FFFFFF
Devil Design;ABS+;;Super Blue;#1E88E5
Devil Design;ABS+;;Bright Yellow;#FDD835
Devil Design;ABS+;;Natural;
Prusament;PLA;;Noctua Beige;#F5F5DC
Prusament;PLA;;Noctua Brown;#6D4C41
Prusament;PLA;;Pistachio Green;#43A047
Prusament;PLA;;Chalky Blue;#1E88E5
Prusament;PLA;;Anthracite Grey;#9E9E9E
Prusament;PLA;;Orange;#FB8C00
Prusament;PLA;;Pristine White;#FFFFFF
Prusament;PLA;;Pearl White;#FFFFFF
Prusament;PLA;;Vanilla White;#FFFFFF
Prusament;PLA;;Pineapple Yellow;#FDD835
Prusament;PLA;;Oh My Gold;#D4AF37
Prusament;PLA;;Natural;
Prusament;PLA;;Viva La Bronze;
Prusament;PLA;;Orange;#FB8C00
Prusament;PLA;;Galaxy Red;#E53935
Prusament;PLA;;Lipstick Red;#E53935
Prusament;PLA;;Ms. Pink;#FF66CC
Prusament;PLA;;Galaxy Purple;#8E24AA
Prusament;PLA;;Royal Blue;#1E88E5
Prusament;PLA;;Azure Blue;#1E88E5
Prusament;PLA;;Pro Green;#43A047
Prusament;PLA;;Lime Green;#43A047
Prusament;PLA;;Army Green;#43A047
Prusament;PLA;;Simply Green;#43A047
Prusament;PLA;;Opal Green;#43A047
Prusament;PLA;;Galaxy Green;#43A047
Prusament;PLA;;Premium Mystic Green;#43A047
Prusament;PLA;;Gentlemans´s Grey;#9E9E9E
Prusament;PLA;;Marble Grey;#9E9E9E
Prusament;PLA;;Gravity Grey;#9E9E9E
Prusament;PLA;;Galaxy Silver;#C0C0C0
Prusament;PLA;;My Silverness;#C0C0C0
Prusament;PLA;;Peal Mouse;
Prusament;PLA;;Premium Mystic Brown;#6D4C41
Prusament;PLA;;Prusa Galaxy Black;#000000
Prusament;PLA;;Jet Black;#000000
Prusament;PLA;;Anniversary LE2021;
Prusament;PLA;;Gravity Grey Hex;#9E9E9E
Prusament;PC;Space Grade;Black;#000000
Prusament;PP;Glass Fibrer;Natural;
Prusament;TPU;95A;Jet Black;#000000
Prusament;TPU;95A;Natural;
Prusament;PETG;Magnetite 40%;Grey;#9E9E9E
Prusament;PP;Carbon Fiber;Black;#000000
Prusament;PLA;Wood;Pastel Brown;#6D4C41
Prusament;PLA;Wood;Chocolate Brown;#6D4C41
Prusament;PLA;Wood;Linden Light;
Prusament;PEI;1010;Natural;
Prusament;PETG;Carbon Fiber;Black;#000000
Prusament;rPLA;;Algae Pigment;
Prusament;rPLA;;Corn Pigment;
Prusament;rPLA;;Wine Pigment;
Prusament;rPLA;;Risotto Pigment;
Prusament;PETG;;Sky Blue;#1E88E5
Prusament;PETG;;Anthracite Grey;#9E9E9E
Prusament;PETG;;Urban Grey;#9E9E9E
Prusament;PETG;;Signal White;#FFFFFF
Prusament;PETG;;Clear;
Prusament;PETG;;Mango Yellow;#FDD835
Prusament;PETG;;Yellow Gold;#FDD835
Prusament;PETG;;Orange;#FB8C00
Prusament;PETG;;Orange Transparent;#FB8C00
Prusament;PETG;;Terracotta Light;
Prusament;PETG;;Carmine Red Transparent;#E53935
Prusament;PETG;;Lipstick Red;#E53935
Prusament;PETG;;Schimmering Violet;
Prusament;PETG;;Ultramarine Blue Transparent;#1E88E5
Prusament;PETG;;Chalky Blue;#1E88E5
Prusament;PETG;;Ocean Blue;#1E88E5
Prusament;PETG;;Prusa Pro Green;#43A047
Prusament;PETG;;Jungle Green;#43A047
Prusament;PETG;;Pistachio Green;#43A047
Prusament;PETG;;Neon Green Transparent;#43A047
Prusament;PETG;;Matte Black;#000000
Prusament;PETG;;Prusa Galaxy Black;#000000
Prusament;PETG;;Jet Black;#000000
Prusament;PETG;V0;Natural;
Prusament;PETG;V0;Jet Black;#000000
Prusament;PVB;;Natural Transparent;
Prusament;PVB;;Light Yellow Transparent;#FDD835
Prusament;PVB;;Orange Transparent;#FB8C00
Prusament;PVB;;Dark Blue Transparent;#1E88E5
Prusament;PVB;;Bright Green Transparent;#43A047
Prusament;PVB;;Smoky Black Transparent;#000000
